Date,Time,PU_Address
7/1/2014,5:37:00 PM,"BASE 170 W Fordham Rd Jerome, BX"
7/1/2014,5:37:00 PM," 355 E 187th St Fordham, BX"
7/1/2014,5:38:00 PM," 3461 Wilson Ave Baychester, BX"
7/1/2014,5:38:00 PM," 2285 Davidson Ave Jerome, BX"
7/1/2014,5:42:00 PM," 2975 Briggs Ave Fordham, BX"
7/1/2014,5:42:00 PM," 1305 Harrod Ave Soundview, BX"
7/1/2014,5:44:00 PM," 1657 Unionport Rd Parkchester, BX"
7/1/2014,5:44:00 PM," 3599 Bainbridge Ave Williamsbridge, BX"
7/1/2014,5:45:00 PM," 2261 Andrews Ave N Jerome, BX"
7/1/2014,5:45:00 PM,PATHMARK NW W 207 St NYC
7/1/2014,5:46:00 PM," 983 Summit Ave High Bridge, BX"
7/1/2014,5:46:00 PM,piooner suermarket se W 231st St Bronx
7/1/2014,5:48:00 PM," 800 Concourse Village W Cortlandt, BX"
7/1/2014,5:48:00 PM,"test 2155 University Ave Morris Heights, BX"
7/1/2014,5:48:00 PM," 2837 Valentine Ave Fordham, BX"
7/1/2014,5:48:00 PM,"STOP N SHOP NW W 234th St Kingsbridge, BX"
7/1/2014,5:49:00 PM," 1898 Billingsley Ter Morris Heights, BX"
7/1/2014,5:50:00 PM," 2640 Marion Ave Fordham, BX"
7/1/2014,5:50:00 PM," 720 Courtlandt Ave Cortlandt, BX"
7/1/2014,5:50:00 PM," 1660 Monroe Ave Tremont, BX"
7/1/2014,5:51:00 PM,"test 2170 University Ave Morris Heights, BX"
7/1/2014,5:58:00 PM," 2334 Washington Ave Fordham, BX"
7/1/2014,6:01:00 PM,"test 2785 Sedgwick Ave Jerome, BX"
7/1/2014,6:05:00 PM," 2195 Andrews Ave N Morris Heights, BX"
7/1/2014,6:06:00 PM, 1535 Undercliff Ave Bronx
7/1/2014,6:06:00 PM," 220 W 167th St High Bridge, BX"
7/1/2014,6:07:00 PM," 1841 University Ave Morris Heights, BX"
7/1/2014,6:10:00 PM, 13 E Tremont Ave Bronx
7/1/2014,6:11:00 PM,"BASE 170 W Fordham Rd Jerome, BX"
7/1/2014,6:11:00 PM,"BASE 170 W Fordham Rd Jerome, BX"
7/1/2014,6:11:00 PM,"BASE 170 W Fordham Rd Jerome, BX"
7/1/2014,6:11:00 PM,"BASE 170 W Fordham Rd Jerome, BX"
7/1/2014,6:13:00 PM,"BASE 170 W Fordham Rd Jerome, BX"
7/1/2014,6:14:00 PM,"BASE 170 W Fordham Rd Jerome, BX"
7/1/2014,6:14:00 PM," 2016 Lafontaine Ave Tremont, BX"
7/1/2014,6:14:00 PM," 2010 Walton Ave Morris Heights, BX"
7/1/2014,6:15:00 PM," 2016 Lafontaine Ave Tremont, BX"
7/1/2014,6:15:00 PM," 2016 Lafontaine Ave Tremont, BX"
7/1/2014,6:19:00 PM," 2300 Sedgwick Ave Jerome, BX"
7/1/2014,6:20:00 PM," 220 W 167th St High Bridge, BX"
7/1/2014,6:22:00 PM," 1889 Sedgwick Ave Morris Heights, BX"
7/1/2014,6:22:00 PM,"BASE 170 W Fordham Rd Jerome, BX"
7/1/2014,6:23:00 PM,"BASE 170 W Fordham Rd Jerome, BX"
7/1/2014,6:25:00 PM,"van 1255 Longfellow Ave Foxhurst, BX"
7/1/2014,6:25:00 PM," 1854 Cedar Ave Morris Heights, BX"
7/1/2014,6:25:00 PM," 190 E Mosholu Pkwy S Fordham, BX"
7/1/2014,6:27:00 PM,"BASE 170 W Fordham Rd Jerome, BX"
7/1/2014,6:27:00 PM," 721 Walton Ave Cortlandt, BX"
7/1/2014,6:27:00 PM,"BASE 170 W Fordham Rd Jerome, BX"
7/1/2014,6:28:00 PM,"BASE 170 W Fordham Rd Jerome, BX"
7/1/2014,6:28:00 PM," 1174 Fox St Foxhurst, BX"
7/1/2014,6:29:00 PM," 3165 Villa Ave Jerome, BX"
7/1/2014,6:29:00 PM," 39 W Fordham Rd Jerome, BX"
7/1/2014,6:30:00 PM," 3250 Westchester Ave Morris Park, BX"
7/1/2014,6:31:00 PM, 2280 Andrews Ave N Bronx
7/1/2014,6:31:00 PM,"BASE 170 W Fordham Rd Jerome, BX"
7/1/2014,6:31:00 PM,"BASE 170 W Fordham Rd Jerome, BX"
7/1/2014,6:33:00 PM," 2505 Aqueduct Ave Jerome, BX"
7/1/2014,6:36:00 PM,LGA B6 398
7/1/2014,6:37:00 PM,"BASE 170 W Fordham Rd Jerome, BX"
7/1/2014,6:42:00 PM,"SHEAS BAR 2960 Jerome Ave Jerome, BX"
7/1/2014,6:42:00 PM, 25  W 127 St NYC
7/1/2014,6:42:00 PM,"ALFRENTE 1800 University Ave Morris Heights, BX"
7/1/2014,6:46:00 PM," 2287 Loring Pl N Jerome, BX"
7/1/2014,6:48:00 PM," 101 E 169th St High Bridge, BX"
7/1/2014,6:50:00 PM,"BASE 170 W Fordham Rd Jerome, BX"
7/1/2014,6:50:00 PM,"BASE 170 W Fordham Rd Jerome, BX"
7/1/2014,6:57:00 PM," 450 E 165th St Morrisania, BX"
7/1/2014,6:58:00 PM," 148 W 231st St Kingsbridge, BX"
7/1/2014,6:59:00 PM," 2248 Hughes Ave Tremont, BX"
7/1/2014,6:59:00 PM," 2559 Sedgwick Ave Jerome, BX"
7/1/2014,7:01:00 PM," 1940 Andrews Ave S Morris Heights, BX"
7/1/2014,7:01:00 PM," 2126 Valentine Ave Tremont, BX"
7/1/2014,7:02:00 PM," 1920 Washington Ave Tremont, BX"
7/1/2014,7:02:00 PM," 765 E 183rd St Westfarms, BX"
7/1/2014,7:03:00 PM," 2580 Bainbridge Ave Fordham, BX"
7/1/2014,7:03:00 PM," 1921 Jerome Ave Morris Heights, BX"
7/1/2014,7:08:00 PM," 2302 Andrews Ave N Jerome, BX"
7/1/2014,7:09:00 PM," 2304 Sedgwick Ave Jerome, BX"
7/1/2014,7:09:00 PM,"CREDIT CARD 355 E 187th St Fordham, BX"
7/1/2014,7:09:00 PM," 1655 Undercliff Ave Morris Heights, BX"
7/1/2014,7:09:00 PM," 2480 Arthur Ave Fordham, BX"
7/1/2014,7:13:00 PM," 15 W 184th St Jerome, BX"
7/1/2014,7:14:00 PM," 2860 Creston Ave Jerome, BX"
7/1/2014,7:14:00 PM," 2111 Lafontaine Ave Tremont, BX"
7/1/2014,7:16:00 PM," 366 E Mosholu Pkwy S Fordham, BX"
7/1/2014,7:18:00 PM,"5-10 c  2400 Sedgwick Ave Jerome, BX"
7/1/2014,7:18:00 PM," 2325 University Ave Jerome, BX"
7/1/2014,7:19:00 PM," 2621 Grand Ave Jerome, BX"
7/1/2014,7:19:00 PM," 2785 Sedgwick Ave Jerome, BX"
7/1/2014,7:25:00 PM," 2259 Tiebout Ave Tremont, BX"
7/1/2014,7:25:00 PM," 2678 Valentine Ave Fordham, BX"
7/1/2014,7:25:00 PM,"RECOJER EN SECURITY BOOTH 40 Richman Plz Morris Heights, BX"
7/1/2014,7:27:00 PM," 2785 Sedgwick Ave Jerome, BX"
7/1/2014,7:30:00 PM," 2160 Walton Ave Morris Heights, BX"
7/1/2014,7:30:00 PM," 514 E 163rd St Cortlandt, BX"
7/1/2014,7:31:00 PM," 2304 Sedgwick Ave Jerome, BX"
7/1/2014,7:33:00 PM,"SHES BAR 2960 Jerome Ave Jerome, BX"
7/1/2014,7:34:00 PM," 2309 Crotona Ave Fordham, BX"
7/1/2014,7:34:00 PM," 2420 Davidson Ave Jerome, BX"
7/1/2014,7:36:00 PM," 1983 Sedgwick Ave Morris Heights, BX"
7/1/2014,7:38:00 PM," 2315 Walton Ave Jerome, BX"
7/1/2014,7:43:00 PM," 3467 Dekalb Ave Williamsbridge, BX"
7/1/2014,7:44:00 PM," 2824 University Ave Jerome, BX"
7/1/2014,7:44:00 PM," 340 E 184th St Fordham, BX"
7/1/2014,7:44:00 PM," 1889 Sedgwick Ave Morris Heights, BX"
7/1/2014,7:51:00 PM," 2390 Tiebout Ave Fordham, BX"
7/1/2014,7:55:00 PM," 2515 Davidson Ave Jerome, BX"
7/1/2014,7:55:00 PM," 65 Mount Hope Pl Morris Heights, BX"
7/1/2014,7:55:00 PM," 854 Jackson Ave Morrisania, BX"
7/1/2014,7:55:00 PM," 2444 Devoe Ter Jerome, BX"
7/1/2014,7:57:00 PM," 2309 Crotona Ave Fordham, BX"
7/1/2014,8:00:00 PM,"BASE 170 W Fordham Rd Jerome, BX"
7/1/2014,8:00:00 PM," 2276 Jerome Ave Morris Heights, BX"
7/1/2014,8:02:00 PM," 127 W 183rd St Morris Heights, BX"
7/1/2014,8:03:00 PM," 2055 Harrison Ave Morris Heights, BX"
7/1/2014,8:03:00 PM," 2285 Sedgwick Ave Jerome, BX"
7/1/2014,8:04:00 PM," 2869 Bainbridge Ave Fordham, BX"
7/1/2014,8:07:00 PM,"CLINICA MONTEFIORE 2532 Grand Concourse Fordham, BX"
7/1/2014,8:08:00 PM," 1075 E 179th St Westfarms, BX"
7/1/2014,8:10:00 PM,"5 FORDHAM HILL OVAL 2400 Sedgwick Ave Jerome, BX"
7/1/2014,8:12:00 PM," 2337 Walton Ave Jerome, BX"
7/1/2014,8:13:00 PM," 2205 Ryer Ave Tremont, BX"
7/1/2014,8:14:00 PM," 3873 Orloff Ave Kingsbridge, BX"
7/1/2014,8:15:00 PM," 80 Van Cortlandt Park S Kingsbridge, BX"
7/1/2014,8:17:00 PM,"8 fordham hill 2400 Sedgwick Ave Jerome, BX"
7/1/2014,8:18:00 PM,"BASE 170 W Fordham Rd Jerome, BX"
7/1/2014,8:18:00 PM," 1819 Loring Pl S Morris Heights, BX"
7/1/2014,8:22:00 PM," 260 E 194th St Fordham, BX"
7/1/2014,8:24:00 PM," 2085 Valentine Ave Tremont, BX"
7/1/2014,8:26:00 PM," 760 Melrose Ave Cortlandt, BX"
7/1/2014,8:28:00 PM,LGA AIRPORT SW LA GUARDIA A.-USA-- Queens
7/1/2014,8:29:00 PM," 2319 Loring Pl N Jerome, BX"
7/1/2014,8:30:00 PM,"BASE 170 W Fordham Rd Jerome, BX"
7/1/2014,8:32:00 PM," 1991 Sedgwick Ave Morris Heights, BX"
7/1/2014,8:33:00 PM," 127 W 183rd St Morris Heights, BX"
7/1/2014,8:33:00 PM," 3184 Villa Ave Jerome, BX"
7/1/2014,8:34:00 PM," 2201 Walton Ave Morris Heights, BX"
7/1/2014,8:34:00 PM," 127 W 183rd St Morris Heights, BX"
7/1/2014,8:35:00 PM," 2201 Walton Ave Morris Heights, BX"
7/1/2014,8:36:00 PM,"BASE 170 W Fordham Rd Jerome, BX"
7/1/2014,8:36:00 PM,"BASE 170 W Fordham Rd Jerome, BX"
7/1/2014,8:36:00 PM,"BASE 170 W Fordham Rd Jerome, BX"
7/1/2014,8:37:00 PM,"BASE 170 W Fordham Rd Jerome, BX"
7/1/2014,8:39:00 PM,"BASE 170 W Fordham Rd Jerome, BX"
7/1/2014,8:40:00 PM," 2387 Creston Ave Jerome, BX"
7/1/2014,8:40:00 PM," 2483 Tiebout Ave Fordham, BX"
7/1/2014,8:41:00 PM,"CREDIT CARD 2260 University Ave Jerome, BX"
7/1/2014,8:41:00 PM," 2280 Loring Pl N Jerome, BX"
7/1/2014,8:42:00 PM,"CREDIT CARD 2260 University Ave Jerome, BX"
7/1/2014,8:42:00 PM,"STAPLES-MALL SW Exterior St Cortlandt, BX"
7/1/2014,8:42:00 PM," 1955 Sedgwick Ave Morris Heights, BX"
7/1/2014,8:42:00 PM,"CREDIT CARD 2260 University Ave Jerome, BX"
7/1/2014,8:42:00 PM," 212 W Fordham Rd Jerome, BX"
7/1/2014,8:43:00 PM," 1945 Loring Pl S Morris Heights, BX"
7/1/2014,8:47:00 PM,"CREDIT CARD 1975 Sedgwick Ave Morris Heights, BX"
7/1/2014,8:49:00 PM,"CREDIT CARD 1975 Sedgwick Ave Morris Heights, BX"
7/1/2014,8:49:00 PM,"CREDIT CARD 1975 Sedgwick Ave Morris Heights, BX"
7/1/2014,8:49:00 PM," 130 Gale Pl Kingsbridge, BX"
7/1/2014,8:50:00 PM," 2769 University Ave Jerome, BX"
7/1/2014,8:50:00 PM," 275 E 201st St Fordham, BX"
7/1/2014,8:52:00 PM," 1992 Belmont Ave Tremont, BX"
7/1/2014,8:56:00 PM,"K-MART 345 Baychester Ave Wakefield, BX"
7/1/2014,8:59:00 PM," 2544 Valentine Ave Fordham, BX"
7/1/2014,9:00:00 PM,"BASE 170 W Fordham Rd Jerome, BX"
7/1/2014,9:00:00 PM," 355 E 187th St Fordham, BX"
7/1/2014,9:00:00 PM," 3323 Baychester Ave Co-Op City, BX"
7/1/2014,9:04:00 PM," 1913 Bronxdale Ave Parkchester, BX"
7/1/2014,9:04:00 PM," 3121 Villa Ave Jerome, BX"
7/1/2014,9:04:00 PM," 1128 Findlay Ave Morrisania, BX"
7/1/2014,9:05:00 PM," 2820 Morris Ave Jerome, BX"
7/1/2014,9:05:00 PM," 15 E Mosholu Pkwy N Williamsbridge, BX"
7/1/2014,9:06:00 PM," 2811 Exterior St Kingsbridge, BX"
7/1/2014,9:09:00 PM," 2251 Loring Pl N Jerome, BX"
7/1/2014,9:11:00 PM," 130 Gale Pl Kingsbridge, BX"
7/1/2014,9:13:00 PM," 300 E 158th St Cortlandt, BX"
7/1/2014,9:14:00 PM," 461 E 185th St Fordham, BX"
7/1/2014,9:15:00 PM," 2119 Hughes Ave Tremont, BX"
7/1/2014,9:15:00 PM," 2251 Loring Pl N Jerome, BX"
7/1/2014,9:17:00 PM," 952 Sherman Ave Morrisania, BX"
7/1/2014,9:17:00 PM," 2300 Loring Pl N Jerome, BX"
7/1/2014,9:19:00 PM," 364 E 188th St Fordham, BX"
7/1/2014,9:20:00 PM," 54 Featherbed Ln High Bridge, BX"
7/1/2014,9:23:00 PM,"Burger King 2179 White Plains Rd Parkchester, BX"
7/1/2014,9:23:00 PM," 2308 University Ave Jerome, BX"
7/1/2014,9:24:00 PM," 1991 Sedgwick Ave Morris Heights, BX"
7/1/2014,9:24:00 PM,"BASE 170 W Fordham Rd Jerome, BX"
7/1/2014,9:24:00 PM," 333 E 181st St Tremont, BX"
7/1/2014,9:26:00 PM,"BASE 170 W Fordham Rd Jerome, BX"
7/1/2014,9:27:00 PM,"BASE 170 W Fordham Rd Jerome, BX"
7/1/2014,9:28:00 PM," 2386 Davidson Ave Jerome, BX"
7/1/2014,9:28:00 PM," 130 W 183rd St Morris Heights, BX"
7/1/2014,9:28:00 PM," 193 W Burnside Ave Morris Heights, BX"
7/1/2014,9:28:00 PM," 2285 University Ave Jerome, BX"
7/1/2014,9:31:00 PM," 3504 Rochambeau Ave Williamsbridge, BX"
7/1/2014,9:31:00 PM," 2505 Aqueduct Ave Jerome, BX"
7/1/2014,9:37:00 PM," 1131 Grant Ave Morrisania, BX"
7/1/2014,9:38:00 PM," 2386 Davidson Ave Jerome, BX"
7/1/2014,9:38:00 PM," 1710 Pilgrim Ave Morris Park, BX"
7/1/2014,9:38:00 PM," 1849 Sedgwick Ave Morris Heights, BX"
7/1/2014,9:41:00 PM," 1920 Loring Pl S Morris Heights, BX"
7/1/2014,9:45:00 PM," 111 W 183rd St Morris Heights, BX"
7/1/2014,9:46:00 PM," 2550 University Ave Jerome, BX"
7/1/2014,9:48:00 PM," 699 W 239th St Kingsbridge, BX"
7/1/2014,9:48:00 PM,"COFFE SHOP SW E 134th St Mott Haven, BX"
7/1/2014,9:53:00 PM," 2318 Loring Pl N Jerome, BX"
7/1/2014,9:55:00 PM," 693 E 189th St Fordham, BX"
7/1/2014,9:58:00 PM," 1644 Undercliff Ave Morris Heights, BX"
7/1/2014,9:59:00 PM,"TARGET 611 Exterior St Cortlandt, BX"
7/1/2014,10:00:00 PM," 1889 Sedgwick Ave Morris Heights, BX"
7/1/2014,10:02:00 PM," 877 Taylor Ave Clason Point, BX"
7/1/2014,10:02:00 PM," 3915 Orloff Ave Kingsbridge, BX"
7/1/2014,10:05:00 PM,"6 FORDHAM HILL OVAL 2400 Sedgwick Ave Jerome, BX"
7/1/2014,10:05:00 PM," 2000 Creston Ave Morris Heights, BX"
7/1/2014,10:06:00 PM," 1086 Home St Foxhurst, BX"
7/1/2014,10:06:00 PM," 2811 Exterior St Kingsbridge, BX"
7/1/2014,10:06:00 PM,"BASE 170 W Fordham Rd Jerome, BX"
7/1/2014,10:07:00 PM," 2420 Morris Ave Jerome, BX"
7/1/2014,10:07:00 PM," 1678 Nelson Ave Morris Heights, BX"
7/1/2014,10:07:00 PM," 2251 Sedgwick Ave Jerome, BX"
7/1/2014,10:08:00 PM," 3220 Steuben Ave Williamsbridge, BX"
7/1/2014,10:11:00 PM," 2280 Loring Pl N Jerome, BX"
7/1/2014,10:11:00 PM," 1901 Loring Pl S Morris Heights, BX"
7/1/2014,10:13:00 PM," 2287 Loring Pl N Jerome, BX"
7/1/2014,10:16:00 PM," 2461 Elm Pl Fordham, BX"
7/1/2014,10:16:00 PM,"MARISCO CENTRO 610 Exterior St Cortlandt, BX"
7/1/2014,10:18:00 PM," 2226 Loring Pl N Morris Heights, BX"
7/1/2014,10:19:00 PM," 190 W 170th St High Bridge, BX"
7/1/2014,10:20:00 PM," 1175 Grand Concourse Morrisania, BX"
7/1/2014,10:21:00 PM," 2226 Loring Pl N Morris Heights, BX"
7/1/2014,10:21:00 PM," 1985 Sedgwick Ave Morris Heights, BX"
7/1/2014,10:23:00 PM," 1775 Eastburn Ave Tremont, BX"
7/1/2014,10:23:00 PM," 3150 Bailey Ave Kingsbridge, BX"
7/1/2014,10:26:00 PM,"Western Beef Inc 2044 Webster Ave Tremont, BX"
7/1/2014,10:26:00 PM," 1834 Phelan Pl Morris Heights, BX"
7/1/2014,10:28:00 PM,PATHMARK NW West 207 St NYC
7/1/2014,10:28:00 PM," 2105 Cruger Ave Parkchester, BX"
7/1/2014,10:29:00 PM," 2474 Grand Ave Jerome, BX"
7/1/2014,10:29:00 PM," 1983 Sedgwick Ave Morris Heights, BX"
7/1/2014,10:31:00 PM,"$15 2811 Exterior St Kingsbridge, BX"
7/1/2014,10:32:00 PM," 2800 Parkview Ter Jerome, BX"
7/1/2014,10:33:00 PM," 1860 Billingsley Ter Morris Heights, BX"
7/1/2014,10:35:00 PM," 2304 Grand Ave Jerome, BX"
7/1/2014,10:36:00 PM," 620 E 170th St Morrisania, BX"
7/1/2014,10:42:00 PM,"DIAMANTE POBLANO 2431 Jerome Ave Jerome, BX"
7/1/2014,10:42:00 PM," 2327 Andrews Ave N Jerome, BX"
7/1/2014,10:43:00 PM," 710 Oakland Pl Tremont, BX"
7/1/2014,10:44:00 PM," 2931 Laconia Ave Baychester, BX"
7/1/2014,10:45:00 PM," 216 E 203rd St Fordham, BX"
7/1/2014,10:46:00 PM," 1840 Washington Ave Tremont, BX"
7/1/2014,10:46:00 PM," 266 E 169th St Morrisania, BX"
7/1/2014,10:48:00 PM,"Golden Krust Bakery 3958 Park Ave Tremont, BX"
