Date,Time,State,PuFrom,Address,Street
2014.08.27,9:45,NY                                                                                                                           ,MANHATTAN,400,E 89 ST             
2014.07.02,7:45,NY                                                                                                                           ,MANHATTAN,249,E 48 ST             
2014.07.13,14:30,NY                                                                                                                           ,MANHATTAN,30,E 9 ST              
2014.07.18,9:00,NY                                                                                                                           ,MANHATTAN                               ,101,W 15 ST             
2014.07.18,10:39,LGA DELTA Pick-up Island                                                                                                     ,,      ,                    
2014.07.09,17:00,CT                                                                                                                           ,Fairfield,230,Grandview Road      
2014.07.17,17:15,NY                                                                                                                           ,MANHATTAN,462,1 AVE               
2014.07.10,11:45,NY                                                                                                                           ,MANHATTAN,550,Madison Ave         
2014.07.08,6:15,NY                                                                                                                           ,MOHEGAN LAKE,3255,MOHEGAN AVE         
2014.07.17,12:00,NY                                                                                                                           ,STANFORDVILLE,144,BANGALL AMENIA RD   
2014.07.04,13:00,NY                                                                                                                           ,MANHATTAN,505,LA GUARDIA PL       
2014.07.10,10:45,NY                                                                                                                           ,MANHATTAN,455,E 51 ST             
2014.07.11,7:00,NY                                                                                                                           ,LOCUST VALLEY,40,13TH ST             
2014.07.14,14:45,NY                                                                                                                           ,RYE,12,LARKSPUR LN         
2014.07.01,11:15,NY                                                                                                                           ,MANHATTAN,286,MADISON AVE         
2014.07.14,5:30,NY                                                                                                                           ,EAST MEADOW,2515,LANCASTER ST        
2014.07.17,9:00,NY                                                                                                                           ,MANHATTAN,125,W 55 ST             
2014.07.06,5:30,NY                                                                                                                           ,MANHATTAN,151,W 54 ST             
2014.07.04,5:48,NY                                                                                                                           ,MANHATTAN,1,IRVING PL           
2014.07.02,14:00,NY                                                                                                                           ,MANHATTAN,315,E 86 ST             
2014.07.03,5:15,NY                                                                                                                           ,MANHATTAN,63,E 9 ST              
2014.07.08,15:01,JFK DELTA TERM 2  CURBSIDE                                                                                                   ,,      ,                    
2014.07.08,16:30,NY                                                                                                                           ,MANHATTAN,303,E 57 ST             
2014.07.09,6:15,NY                                                                                                                           ,EAST ROCKAWAY,3,WELLFLEET RD        
2014.07.15,16:00,NY                                                                                                                           ,MANHATTAN,75,BROAD ST            
2014.07.22,17:00,NY                                                                                                                           ,JERICHO,4,HUNT DR             
2014.07.23,11:00,NY                                                                                                                           ,MANHATTAN,323,W 83 ST             
2014.07.11,9:30,NY                                                                                                                           ,MANHATTAN,100,E 77 ST             
2014.07.11,13:00,NY                                                                                                                           ,MANHATTAN,1693,LEXINGTON AVE       
2014.07.22,7:00,NY                                                                                                                           ,JERICHO,56,SULLIVAN DR         
2014.07.16,6:30,NY                                                                                                                           ,GLEN HEAD,23,POUND HOLLOW RD     
2014.07.23,7:15,NY                                                                                                                           ,MANHATTAN,55,MORTON ST           
2014.07.07,13:00,NY                                                                                                                           ,MANHATTAN,401,W 56 ST             
2014.07.13,7:30,NY                                                                                                                           ,MANHATTAN,95,E 10 ST             
2014.07.18,6:45,NY                                                                                                                           ,LAWRENCE,9,IVY LANE            
2014.07.13,9:45,JFK UNITED DOMESTIC Pickup Area A                                                                                            ,,      ,                    
2014.07.13,12:45,NY                                                                                                                           ,MANHATTAN,283,AVENUE C            
2014.07.14,7:00,NY                                                                                                                           ,MANHATTAN,1641,3 AVE               
2014.07.23,19:15,NY                                                                                                                           ,MANHATTAN,54,W 31 ST             
2014.07.14,12:01,LGA AMERICAN Pick-up Island                                                                                                  ,LGA,      ,                    
2014.07.14,9:30,NY                                                                                                                           ,MANHATTAN,152,W 26 ST             
2014.08.08,12:15,NY                                                                                                                           ,MANHATTAN,12,E 49 ST             
2014.07.09,13:02,LGA American Pick-up Island                                                                                                  ,LGA,      ,                    
2014.07.15,8:15,NY                                                                                                                           ,MANHATTAN,866,3 AVE               
2014.07.15,14:00,NY                                                                                                                           ,MANHATTAN,150,E 44 ST             
2014.07.22,12:28,NY                                                                                                                           ,MANHATTAN,160,E 53 ST             
2014.08.09,17:00,NY                                                                                                                           ,MANHATTAN,215,E 80 ST             
2014.07.03,18:15,NY                                                                                                                           ,MANHATTAN,754,5 AVE               
2014.07.18,12:00,NY                                                                                                                           ,MANHATTAN,601,W 57 ST             
2014.07.13,5:30,NY                                                                                                                           ,MANHATTAN,123,E 15 ST             
2014.07.13,17:00,NY                                                                                                                           ,LYNBROOK,27,NEW ST              
2014.07.23,17:00,NY                                                                                                                           ,HICKSVILLE,81,CORNELL LN          
2014.07.19,17:20,NY                                                                                                                           ,Manhattan                               ,333,E 55 ST             
2014.07.24,14:45,NY                                                                                                                           ,MANHATTAN,270,PARK AVE            
2014.07.26,16:15,NY                                                                                                                           ,MANHATTAN,305,E 40 ST             
2014.07.26,14:11,NY                                                                                                                           ,MANHATTAN,132,E 35 ST             
2014.07.21,6:00,NY                                                                                                                           ,GLEN HEAD,30,OLD WHEATLEY RD     
2014.07.21,7:45,NY                                                                                                                           ,MANHATTAN,230,E 30 ST             
2014.07.19,9:30,NY                                                                                                                           ,MANHATTAN,848,WASHINGTON ST       
2014.07.19,5:30,NY                                                                                                                           ,WANTAGH,3712,BERNARD DR          
2014.07.28,5:30,NY                                                                                                                           ,HUNTINGTON,14,CHESTER CT          
2014.07.14,8:30,NY                                                                                                                           ,MANHATTAN,2,PETER COOPER RD     
2014.07.18,14:01,JFK AER LINGUS Pickup Area 3                                                                                                 ,JFK,      ,                    
2014.07.17,15:43,JFK LUFTHANSA Outside at the curb                                                                                            ,,      ,                    
2014.07.24,13:23,JFK CATHAY PACIFIC Pickup Area A                                                                                             ,,      ,                    
2014.07.24,9:00,NY                                                                                                                           ,MANHATTAN,25,TUDOR CITY PL       
2014.07.24,6:45,NY                                                                                                                           ,ROSLYN,11,CRABTREE LN         
2014.07.15,11:00,NY                                                                                                                           ,MANHATTAN,530,E 76 St             
2014.07.24,16:30,NY                                                                                                                           ,MANHATTAN,330,W 45 ST             
2014.07.23,18:30,NY                                                                                                                           ,MANHATTAN,624,W 52 ST             
2014.07.25,15:00,NJ                                                                                                                           ,FLORHAM PARK,175,PARK AVE            
2014.07.25,8:45,NY                                                                                                                           ,MANHATTAN,250,E 54 ST             
2014.07.17,14:00,NY                                                                                                                           ,MANHATTAN,215,PARK AVE S          
2014.07.24,11:30,NY                                                                                                                           ,MANHATTAN,837,2 Ave               
2014.07.30,8:00,NY                                                                                                                           ,MANHASSET,5,EVERGREEN CIR       
2014.08.03,7:30,NY                                                                                                                           ,MANHASSET,171,Village Road        
2014.08.03,11:00,NY                                                                                                                           ,JERICHO,2,FLOWER LN           
2014.07.17,7:00,NY                                                                                                                           ,WEST HEMPSTEAD,341,HEMPSTEAD GARDENS DR
2014.07.22,10:00,NY                                                                                                                           ,MANHATTAN,234,E 83 ST             
2014.07.15,6:45,NY                                                                                                                           ,WESTBURY,1,BRUSH HOLLOW RD     
2014.07.03,7:30,NY                                                                                                                           ,MANHATTAN,27,E 65 ST             
2014.07.29,15:00,NY                                                                                                                           ,GLENWOOD LANDING,500,SHORE RD            
2014.07.29,5:59,NY                                                                                                                           ,OLD WESTBURY,6,PADDOCK CT          
2014.08.07,9:30,NY                                                                                                                           ,MANHATTAN,444,E 82 ST             
2014.07.30,10:15,NY                                                                                                                           ,MANHATTAN,249,E 48 ST             
2014.07.30,11:15,NY                                                                                                                           ,MANHATTAN,1613,2 AVE               
2014.07.31,14:46,JFK BRITISH AIRWAYS Pickup Area A                                                                                            ,,      ,                    
2014.08.01,10:45,NY                                                                                                                           ,MANHATTAN,240,E 39 ST             
2014.07.21,11:30,NY                                                                                                                           ,CEDARHURST,232,CEDARHURST AVE      
2014.07.26,5:30,NY                                                                                                                           ,MANHATTAN,123,LUDLOW ST           
2014.07.11,14:13,NY                                                                                                                           ,MANHATTAN,18,E 23 ST             
2014.07.19,6:51,JFK DELTA PASSENGER AREA C                                                                                                   ,,      ,                    
2014.07.19,12:45,NY                                                                                                                           ,PLAINVIEW,1575,ROUND SWAMP RD      
2014.07.31,7:15,NY                                                                                                                           ,MANHATTAN,450,W 17 ST             
2014.07.16,16:30,NY                                                                                                                           ,MANHATTAN,2,PARK AVE            
2014.08.07,7:00,NY                                                                                                                           ,MANHATTAN,120,W 72 ST             
2014.07.25,11:00,NY                                                                                                                           ,MANHATTAN,145,E 39 ST             
2014.07.26,13:23,EWR UNITED TERM C  AREA 3                                                                                                    ,,      ,                    
2014.08.02,13:52,EWR VIRGIN ATLANTIC AREA 4/LOWER LEVEL                                                                                       ,,      ,                    
2014.07.28,7:30,NY                                                                                                                           ,MANHATTAN,1567,BROADWAY            
2014.08.01,12:30,NY                                                                                                                           ,MANHATTAN,215,LEXINGTON AVE       
2014.07.30,14:45,NY                                                                                                                           ,MANHATTAN,9,E 40 ST             
2014.07.30,17:15,LGA UNITED Pick-up Island                                                                                                    ,,      ,                    
2014.08.01,16:30,NY                                                                                                                           ,MANHATTAN,1370,BROADWAY            
2014.07.31,11:00,NY                                                                                                                           ,MANHATTAN,45,E 45 ST             
2014.07.29,17:45,NY                                                                                                                           ,MANHATTAN,11,E 88 ST             
2014.07.28,8:21,EWR UNITED TERM C  AREA 3                                                                                                    ,EWR,      ,                    
2014.07.28,14:47,NY                                                                                                                           ,MANHATTAN,590,5 AVE               
2014.07.25,7:00,NY                                                                                                                           ,Valley Stream,23,CLEVELAND ST        
2014.07.26,7:30,NY                                                                                                                           ,MANHATTAN,50,E 89 ST             
2014.07.25,17:00,NY                                                                                                                           ,MANHATTAN,510,W 52 ST             
2014.08.01,12:00,NY                                                                                                                           ,MANHATTAN,225,E 57 ST             
2014.07.30,18:30,NY                                                                                                                           ,MANHATTAN,1407,BROADWAY            
2014.08.02,7:30,NY                                                                                                                           ,MANHATTAN,245,E 63 ST             
2014.08.02,11:00,NY                                                                                                                           ,MANHATTAN,201,E 36 ST             
2014.07.21,18:45,NY                                                                                                                           ,MANHATTAN,151,E 58 ST             
2014.07.21,17:30,NY                                                                                                                           ,MANHATTAN,500,5 AVE               
2014.07.28,10:01,JFK US AIR Pickup Area A                                                                                                     ,,      ,                    
2014.07.31,13:30,NY                                                                                                                           ,MANHATTAN,301,W 45 ST             
2014.07.29,8:15,NY                                                                                                                           ,MANHATTAN,245,E 40 ST             
2014.07.31,5:45,NY                                                                                                                           ,MANHATTAN,232,MULBERRY ST         
2014.08.01,13:09,LGA DELTA MIDDLE ISLAND                                                                                                      ,,      ,                    
2014.08.12,16:30,NY                                                                                                                           ,Mineola,28,Weybridge Rd        
2014.08.05,14:00,NY                                                                                                                           ,MANHATTAN,11,E 44 ST             
2014.08.05,12:32,LGA JETBLUE Pick-up Island                                                                                                   ,,      ,                    
2014.08.11,18:00,NY                                                                                                                           ,MANHATTAN,1515,BROADWAY            
2014.07.26,12:30,NY                                                                                                                           ,MANHATTAN,1275,YORK AVE            
2014.07.26,10:40,NY                                                                                                                           ,Manhattan                               ,350,W 42 ST             
2014.08.04,5:15,NY                                                                                                                           ,MANHATTAN,101,THOMPSON ST         
2014.08.04,7:00,NJ                                                                                                                           ,JERSEY CITY,232,PAVONIA AVE         
2014.08.07,14:30,NY                                                                                                                           ,MANHATTAN,425,5 AVE               
2014.08.07,12:33,EWR UNITED DOOR 2                                                                                                            ,EWR,      ,                    
2014.08.13,12:00,NY                                                                                                                           ,MANHATTAN,600,3 AVE               
2014.08.06,10:00,NY                                                                                                                           ,MANHATTAN,811,7 AVE               
2014.08.13,5:45,NY                                                                                                                           ,LEVITTOWN,56,WOODPECKER LN       
2014.08.15,16:30,NY                                                                                                                           ,MANHATTAN,461,PARK AVE S          
2014.08.06,12:30,NY                                                                                                                           ,MANHATTAN,25,W 36 ST             
2014.08.01,14:15,NY                                                                                                                           ,MANHATTAN,948,BROADWAY            
2014.08.04,8:00,NY                                                                                                                           ,MANHATTAN,430,W 54 ST             
2014.08.11,12:00,NY                                                                                                                           ,MANHATTAN,685,3 AVE               
2014.08.15,8:00,NY                                                                                                                           ,MERRICK,41,HANOVER PL          
2014.08.05,10:00,NY                                                                                                                           ,SEA CLIFF,216,LITTLEWORTH LN      
2014.08.13,17:00,NY                                                                                                                           ,MANHATTAN,305,E 40 ST             
2014.08.11,6:30,NY                                                                                                                           ,VALLEY STREAM,1897,EVERETT ST          
2014.08.05,12:12,NY                                                                                                                           ,MANHATTAN,700,8 AVE               
2014.08.05,7:00,NY                                                                                                                           ,SYOSSET,1596,LAUREL HOLLOW RD    
2014.08.13,9:15,NY                                                                                                                           ,MANHATTAN,119,W 28 ST             
2014.08.01,15:23,EWR LUFTHANSA AREA 4/LOWER LEVEL                                                                                             ,EWR,      ,                    
2014.08.06,7:15,NY                                                                                                                           ,Hewlett,395,Chestnut Drive      
2014.08.14,9:00,NY                                                                                                                           ,MANHATTAN,210,E 36 ST             
2014.08.19,7:30,NY                                                                                                                           ,MERRICK,2821,COVERED BRIDGE RD   
2014.08.08,7:30,NY                                                                                                                           ,MANHASSET,5,EVERGREEN CIR       
2014.08.08,9:30,NY                                                                                                                           ,MANHATTAN,330,E 56 ST             
2014.08.24,5:30,NY                                                                                                                           ,MANHATTAN,240,CENTRAL PARK SOUTH  
2014.08.22,11:35,JFK JET BLUE DOMESTIC PICK UP AREA 3                                                                                         ,,      ,                    
2014.08.11,9:00,NY                                                                                                                           ,MANHATTAN,5,W 86 ST             
2014.08.09,10:30,NY                                                                                                                           ,GREAT RIVER,22,PROVOST LN          
2014.08.11,7:45,NY                                                                                                                           ,MANHATTAN,308,W 58 ST             
2014.08.13,7:30,NY                                                                                                                           ,Garden City,76,Mulberry Ave        
2014.08.02,5:45,NY                                                                                                                           ,MANHATTAN,440,E 13 St             
2014.08.16,12:55,EWR United PICK-UP AREA 3                                                                                                    ,EWR,      ,                    
2014.08.16,5:30,NY                                                                                                                           ,MANHATTAN,170,SPRING ST           
2014.07.28,12:32,EWR UNITED TERM C  AREA 3                                                                                                    ,,      ,                    
2014.08.08,5:45,NY                                                                                                                           ,JERICHO,120,JERICHO TPKE        
2014.08.21,10:15,NY                                                                                                                           ,MANHATTAN,60,SUTTON PL S         
2014.08.09,5:30,NY                                                                                                                           ,MANHATTAN,534,W 42 ST             
2014.08.16,14:25,EWR UNITED PICK-UP AREA 3                                                                                                    ,Ewr,      ,                    
2014.08.14,15:45,NY                                                                                                                           ,FREEPORT,5,BROADWAY            
2014.08.19,18:30,NY                                                                                                                           ,MANHATTAN,400,E 55 St             
2014.08.07,17:15,NY                                                                                                                           ,MANHATTAN,222,E 34 ST             
2014.08.11,9:40,LGA DELTA MIDDLE ISLAND                                                                                                      ,,      ,                    
2014.08.13,14:39,JFK JET BLUE DOMESTIC PICK UP AREA 3                                                                                         ,,      ,                    
2014.08.01,7:15,NY                                                                                                                           ,ISLAND PARK,89,MADISON AVE         
2014.08.13,16:45,NY                                                                                                                           ,MANHATTAN,60,E 42 ST             
2014.08.18,16:45,NY                                                                                                                           ,MANHATTAN,381,PARK AVE S          
2014.08.18,15:39,LGA AMERICAN Pick-up Island                                                                                                  ,,      ,                    
2014.08.05,5:45,NY                                                                                                                           ,MANHATTAN,182,HESTER ST           
2014.08.05,17:00,NY                                                                                                                           ,MANHATTAN,222,E 19 ST             
2014.08.09,12:00,NY                                                                                                                           ,MANHATTAN,224,W 49 ST             
2014.08.14,5:30,NY                                                                                                                           ,WANTAGH,1076,Seamans Neck Road   
2014.08.12,7:30,NY                                                                                                                           ,MANHATTAN,8,E 83 ST             
2014.08.18,13:30,NY                                                                                                                           ,MANHATTAN,345,E 52 ST             
2014.08.15,14:00,NY                                                                                                                           ,NEW HYDE PARK,1113,CEDAR DR W          
2014.08.04,16:00,NY                                                                                                                           ,MANHATTAN,390,PARK AVE            
2014.08.04,11:45,EWR PORTER AIRLINE AREA4/LOWER LEVEL                                                                                         ,,      ,                    
2014.08.07,16:07,LGA FRONTIER AIRLINES PICK-UP ISLAND                                                                                         ,,      ,                    
2014.08.26,6:00,NY                                                                                                                           ,Amityville,22,DANTE PL            
2014.08.22,8:00,NY                                                                                                                           ,MANHATTAN,194,E 2 ST              
2014.07.31,16:00,NY                                                                                                                           ,MANHATTAN,65,COOPER SQ           
2014.08.08,12:59,JFK DELTA TERM 2  CURBSIDE                                                                                                   ,,      ,                    
2014.08.14,6:45,NY                                                                                                                           ,LAWRENCE,9,IVY LANE            
2014.08.14,17:00,NY                                                                                                                           ,MANHATTAN,420,E 61 ST             
2014.08.20,8:13,NY                                                                                                                           ,MANHATTAN,118,E 60 ST             
2014.08.14,8:15,NY                                                                                                                           ,MANHATTAN,20,WATERSIDE PLAZA     
2014.08.20,5:45,NY                                                                                                                           ,MANHATTAN,67,E 3 ST              
2014.08.19,14:00,NY                                                                                                                           ,MANHATTAN,250,E 30 ST             
2014.08.27,6:58,JFK AMERICAN DOMESTIC Pickup Area C                                                                                          ,,      ,                    
2014.08.11,16:00,NY                                                                                                                           ,GREAT NECK,135,WOOLEYS LN          
2014.08.11,12:12,NY                                                                                                                           ,MANHATTAN,300,E 66 ST             
2014.08.29,7:45,NY                                                                                                                           ,LONG BEACH,630,SHORE ROAD          
2014.08.23,9:00,NY                                                                                                                           ,MANHATTAN,310,E 55 ST             
2014.08.22,14:27,LGA SOUTHWEST AIRLINES MIDDLE ISLAND                                                                                         ,LGA,      ,                    
2014.08.18,8:45,NY                                                                                                                           ,Williston Park,56,Capitol Avenue      
2014.08.18,6:00,NY                                                                                                                           ,Cold Spring Harbor,27,turkey lane         
2014.08.21,18:00,NY                                                                                                                           ,MANHATTAN,311,W 39 ST             
2014.08.24,15:00,NY                                                                                                                           ,MANHATTAN,2,COOPER SQ           
2014.07.31,9:30,NY                                                                                                                           ,MANHATTAN,790,7 AVE               
2014.08.07,5:30,NY                                                                                                                           ,MANHATTAN,151,W 54 ST             
2014.08.12,5:45,NY                                                                                                                           ,MANHATTAN,340,E 64 ST             
2014.08.17,7:45,NY                                                                                                                           ,MANHATTAN,164,E 87 ST             
2014.08.18,11:30,NY                                                                                                                           ,EAST MEADOW,480,COAKLEY ST          
2014.08.17,5:30,NY                                                                                                                           ,MANHATTAN,425,E 51 ST             
2014.08.17,10:15,NY                                                                                                                           ,MANHATTAN,240,E 39 ST             
2014.08.22,10:15,NY                                                                                                                           ,MANHATTAN,320,PARK AVE            
2014.08.22,17:00,NY                                                                                                                           ,MANHATTAN,185,MADISON AVE         
2014.08.09,7:00,NY                                                                                                                           ,MANHATTAN,235,E 49 ST             
2014.08.26,8:30,NY                                                                                                                           ,MANHATTAN,400,E 56 ST             
2014.08.13,15:00,NY                                                                                                                           ,HAUPPAUGE,350,MOTOR PKWY          
2014.08.19,12:30,NY                                                                                                                           ,MANHATTAN,90,PARK AVE            
2014.08.21,14:15,NY                                                                                                                           ,LAWRENCE,9,REGENT DR           
2014.08.21,7:15,NY                                                                                                                           ,MANHATTAN,211,E 70 ST             
2014.08.06,17:00,NY                                                                                                                           ,MANHATTAN,533,7 AVE               
2014.08.27,5:45,NY                                                                                                                           ,MANHATTAN,405,E 73 ST             
2014.08.27,14:03,JFK SWISS Pickup Area C                                                                                                      ,,      ,                    
2014.08.20,13:45,NY                                                                                                                           ,LAWRENCE,576,ATLANTIC AVE        
2014.08.16,7:15,NY                                                                                                                           ,MANHATTAN,300,E 54 ST             
2014.08.16,16:00,NY                                                                                                                           ,MANHATTAN,45,W 57 ST             
2014.08.28,6:30,NY                                                                                                                           ,DEER PARK,134,W 3RD ST            
2014.09.04,9:45,NY                                                                                                                           ,MANHATTAN,206,E 52 ST             
2014.08.23,10:27,JFK DELTA TERM 2  CURBSIDE                                                                                                   ,,      ,                    
2014.08.26,15:30,NY                                                                                                                           ,MANHATTAN,58,E 91 ST             
2014.07.18,15:45,NY                                                                                                                           ,MANHATTAN,350,W 42 ST             
2014.07.19,6:00,NY                                                                                                                           ,BELLMORE,2511,OCEAN AVE           
2014.08.02,16:30,NY                                                                                                                           ,MANHATTAN,555,W 23 ST             
2014.08.04,14:20,EWR BRITISH AIRWAYS AREA 4/LOWER LEVEL                                                                                       ,EWR,      ,                    
2014.08.30,8:30,NY                                                                                                                           ,MANHATTAN,225,E 66 ST             
2014.08.29,15:15,NY                                                                                                                           ,MANHATTAN,1060,5 AVE               
2014.08.22,6:00,NY                                                                                                                           ,UNIONDALE,101,JAMES DOOLITTLE BLVD
2014.08.20,9:06,LGA SOUTHWEST AIRLINES MIDDLE ISLAND                                                                                         ,,      ,                    
2014.09.04,11:25,EWR PORTER AIRLINE AREA4/LOWER LEVEL                                                                                         ,,      ,                    
2014.09.04,13:00,NY                                                                                                                           ,MANHATTAN,28,E 28 ST             
2014.08.21,5:00,NY                                                                                                                           ,MANHATTAN,425,E 51 ST             
2014.08.30,12:30,NY                                                                                                                           ,MANHATTAN,100,E 50 ST             
2014.09.06,5:30,NY                                                                                                                           ,MANHATTAN,454,W 54 ST             
2014.08.16,12:00,NY                                                                                                                           ,MANHATTAN,138,E 36 ST             
2014.08.27,16:30,NY                                                                                                                           ,MANHATTAN,401,E 80 ST             
2014.09.05,7:15,NY                                                                                                                           ,LONG BEACH,146,MITCHELL AVE        
2014.08.26,10:45,NY                                                                                                                           ,MANHATTAN,301,PARK AVE            
2014.09.09,8:30,NY                                                                                                                           ,MANHATTAN,50,E 78 ST             
2014.08.24,11:30,NY                                                                                                                           ,WESTBURY,72,WALSH LN            
2014.09.06,15:45,NY                                                                                                                           ,MANHATTAN,405,E 56 ST             
2014.09.15,12:54,JFK JET BLUE DOMESTIC PICK UP AREA 3                                                                                         ,,      ,                    
2014.09.02,14:00,NY                                                                                                                           ,MANHATTAN,141,BARROW ST           
2014.08.20,7:45,NY                                                                                                                           ,MANHATTAN,450,E 83 ST             
2014.08.25,7:00,NY                                                                                                                           ,MERRICK,163,FRANKEL BLVD        
2014.08.25,9:45,NY                                                                                                                           ,MANHATTAN,2,E 61 ST             
2014.08.25,14:00,NY                                                                                                                           ,JERICHO,3,CRAIG ST            
2014.09.02,10:00,NY                                                                                                                           ,GREENVALE,15,MARION ST           
2014.08.22,14:00,NY                                                                                                                           ,QUEENS,2106,35 ST               
2014.09.04,16:30,NY                                                                                                                           ,MANHATTAN,625,MADISON AVE         
2014.09.09,11:15,NJ                                                                                                                           ,JERSEY CITY,2,EXCHANGE PL         
2014.08.20,18:00,NY                                                                                                                           ,MANHATTAN,300,MADISON AVE         
2014.09.03,16:00,NY                                                                                                                           ,MANHATTAN,226,E 70 ST             
2014.08.21,11:08,NY                                                                                                                           ,MANHATTAN,422,E 72 ST             
2014.08.23,6:45,NY                                                                                                                           ,West Hempstead,24,RHODA ST            
2014.08.29,13:00,NY                                                                                                                           ,MANHATTAN,405,PARK AVE            
2014.09.01,15:30,NY                                                                                                                           ,Syosset,20,COVES RUN           
2014.09.10,10:45,NY                                                                                                                           ,MANHATTAN,137,E 38 ST             
2014.09.11,8:00,NY                                                                                                                           ,MANHATTAN,205,E 77 ST             
2014.09.13,14:08,NY                                                                                                                           ,MANHATTAN,12,E 86 ST             
2014.09.09,5:30,NY                                                                                                                           ,MANHATTAN,300,E 34 ST             
2014.09.08,16:30,NY                                                                                                                           ,MANHATTAN,605,3 AVE               
2014.09.10,11:45,NY                                                                                                                           ,MANHATTAN,300,E 33 ST             
2014.09.03,12:30,NY                                                                                                                           ,MANHATTAN,535,E 14 ST             
2014.09.04,5:45,NY                                                                                                                           ,MANHATTAN,180,EAST END AVE        
2014.09.25,7:00,NY                                                                                                                           ,LYNBROOK,56,CHERRY LN           
2014.09.06,8:45,NY                                                                                                                           ,MANHATTAN,222,E 21 ST             
2014.09.11,16:00,NY                                                                                                                           ,MANHATTAN,3,TIMES SQ            
2014.09.06,13:00,NY                                                                                                                           ,MANHATTAN,880,5 AVE               
2014.08.29,10:15,NY                                                                                                                           ,LONG BEACH,545,W PARK AVE          
2014.09.03,9:00,NY                                                                                                                           ,MANHATTAN,240,E 76 ST             
2014.09.08,6:10,NY                                                                                                                           ,EAST HILLS,1,SWAN CT             
2014.09.11,12:16,JFK AMERICAN DOMESTIC Pickup Area C                                                                                          ,,      ,                    
2014.09.11,6:00,NY                                                                                                                           ,OLD WESTBURY,21,FOX HOLLOW LN       
2014.09.08,10:00,NY                                                                                                                           ,MANHATTAN,333,E 14 ST             
2014.08.30,5:45,NY                                                                                                                           ,MANHATTAN,55,W 25 ST             
2014.09.08,7:22,JFK Virgin America Pickup Area C                                                                                             ,JFK,      ,                    
2014.09.13,5:45,NY                                                                                                                           ,MANHATTAN,307,E 44 ST             
2014.09.13,9:00,NY                                                                                                                           ,MANHATTAN,222,E 39 ST             
2014.09.06,9:23,EWR Air India AREA 4/LOWER LEVEL                                                                                             ,EWR,      ,                    
2014.09.15,10:45,NY                                                                                                                           ,MANHATTAN,306,W 38 ST             
2014.09.06,8:00,NY                                                                                                                           ,MANHATTAN,201,E 21 ST             
2014.09.13,17:00,NY                                                                                                                           ,MANHATTAN,300,E 34 ST             
2014.09.02,15:26,JFK LUFTHANSA Outside at the curb                                                                                            ,,      ,                    
2014.08.24,8:30,NY                                                                                                                           ,MANHATTAN,1510,LEXINGTON AVE       
2014.09.03,13:20,LGA DELTA MIDDLE ISLAND                                                                                                      ,,      ,                    
2014.09.08,14:52,LGA SOUTHWEST AIRLINES MIDDLE ISLAND                                                                                         ,,      ,                    
2014.09.17,8:00,NY                                                                                                                           ,MANHATTAN,140,WAVERLY PL          
2014.09.15,16:15,NY                                                                                                                           ,MANHATTAN,1,LEXINGTON AVE       
2014.09.04,7:45,NY                                                                                                                           ,MANHATTAN,3,E 85 ST             
2014.09.04,8:45,NY                                                                                                                           ,MANHATTAN,500,E 77 ST             
2014.09.05,16:30,NY                                                                                                                           ,MANHATTAN,221,E 71 St             
2014.09.04,14:59,JFK AMERICAN DOMESTIC Pickup Area C                                                                                          ,,      ,                    
2014.09.10,14:45,NY                                                                                                                           ,MANHATTAN,333,E 38 ST             
2014.09.11,14:15,NY                                                                                                                           ,MANHATTAN,149,E 57 ST             
2014.09.20,9:53,NY                                                                                                                           ,MANHATTAN,681,12 AVE              
2014.09.12,15:30,NY                                                                                                                           ,ROCKVILLE CENTRE,110,N CENTRE AVE        
2014.09.15,5:45,NY                                                                                                                           ,MERRICK,1767,GILDERSLEEVE ST     
2014.09.10,16:30,NY                                                                                                                           ,MANHATTAN,1025,5 AVE               
2014.09.20,6:00,NY                                                                                                                           ,MANHATTAN,444,CENTRAL PARK WEST   
2014.09.09,17:00,NY                                                                                                                           ,MANHATTAN,6,E 1 ST              
2014.09.19,12:30,NY                                                                                                                           ,LAWRENCE,14,WILLOW WAY          
2014.09.10,6:15,NY                                                                                                                           ,NORTHPORT,2,YELLOW BRICK RD     
2014.09.03,6:00,NY                                                                                                                           ,MERRICK,62,CENTRAL PKWY        
2014.09.21,8:45,NY                                                                                                                           ,Bethpage,62,CHESHIRE RD         
2014.09.17,6:00,NY                                                                                                                           ,Melville,169,Altessa Blvd.       
2014.09.16,5:30,NY                                                                                                                           ,OLD WESTBURY,6,ROLLING DR          
2014.09.22,5:30,NY                                                                                                                           ,MANHATTAN,355,W 51 ST             
2014.09.16,9:00,NJ                                                                                                                           ,MOUNTAIN LAKES,63,BRIARCLIFF RD       
2014.09.23,7:00,NY                                                                                                                           ,PLAINVIEW,200,MAIN PKWY W         
2014.09.26,7:00,NY                                                                                                                           ,SEAFORD,2388,MAPLE ST            
2014.09.30,5:20,NY                                                                                                                           ,MANHATTAN,330,W 56 ST             
2014.09.29,17:30,NY                                                                                                                           ,MANHATTAN,9,E 68 ST             
2014.09.29,12:45,NY                                                                                                                           ,BRONX,3410,DE REIMER AVE       
2014.09.29,16:00,NY                                                                                                                           ,HARRISON,600,MAMARONICK AVE      
2014.09.22,7:30,NJ                                                                                                                           ,RIVER EDGE,237,MONROE AVE          
2014.09.17,15:45,NY                                                                                                                           ,MANHATTAN,22,W 15 ST             
